Customer_ID,Age,Annual_Income,Monthly_Spend,Purchase_Freq,Tenure_Years,Gender,Region,Category_Pref,Cluster,Segment,PCA1,PCA2
C1466,54,59842,73.69,10.6,3.0,Male,East,Sports,3,Regular Customers,1.0285792392174748,0.4811189079109873
C1467,35,46115,24.68,8.4,1.4,Female,South,Grocery,2,Occasional Buyers,-1.2408871497010006,1.0640784423147742
C1468,24,37480,35.31,2.7,1.3,Male,West,Electronics,1,Budget Shoppers,-2.2872726511477013,-0.3769019107096566
C1469,20,30236,32.59,1.4,2.4,Male,North,Grocery,1,Budget Shoppers,-2.584592546661025,-0.7235846208335128
C1470,50,80906,65.48,8.1,6.3,Male,East,Home,3,Regular Customers,1.3785638731139862,-0.32604077787506996
C1471,53,69445,37.97,12.6,5.9,Female,South,Electronics,3,Regular Customers,1.26271109289844,1.2459505483058684
C1472,29,31688,15.6,2.8,0.3,Male,South,Grocery,1,Budget Shoppers,-2.6973645746608725,0.16261188596261095
C1473,32,21692,6.65,1.2,0.5,Female,East,Grocery,1,Budget Shoppers,-3.0795107954481122,0.0041820361313345805
C1474,41,69839,79.88,8.9,3.5,Female,East,Fashion,3,Regular Customers,0.7390377199054246,-0.13548211582565547
C1475,43,73131,64.62,8.0,4.5,Female,North,Sports,3,Regular Customers,0.6703754658765164,-0.14704801555450214
C1476,24,57048,65.13,3.9,3.0,Male,West,Electronics,2,Occasional Buyers,-1.0103092435598766,-0.9168875845909394
C1477,52,94956,84.04,14.9,6.9,Male,South,Fashion,0,Premium Loyalists,2.903483496140523,0.6911723229094702
C1478,41,78824,82.86,9.2,4.2,Male,West,Home,3,Regular Customers,1.102861330516479,-0.22527317619837633
C1479,23,29221,23.17,2.8,0.6,Male,South,Sports,1,Budget Shoppers,-2.7817560018921403,-0.033455898497558215
C1480,46,77237,80.6,8.6,3.0,Male,South,Electronics,3,Regular Customers,0.9527917711334537,-0.15556963499278217
C1481,46,75822,55.86,8.6,4.2,Female,West,Grocery,3,Regular Customers,0.7008775064301905,0.1869850039683783
C1482,23,31448,26.17,3.0,1.4,Male,East,Electronics,1,Budget Shoppers,-2.5388256009821015,-0.13969581922499982
C1483,46,67728,99.79,7.8,6.0,Male,North,Grocery,3,Regular Customers,1.4870232638826733,-0.9944214409982116
C1484,31,52848,37.33,6.4,3.0,Male,South,Sports,2,Occasional Buyers,-1.019642636486619,0.18751972077431028
C1485,25,26686,19.81,2.8,1.7,Female,East,Grocery,1,Budget Shoppers,-2.638393785592988,-0.07447643151406562
C1486,31,41379,75.96,5.4,3.9,Male,South,Home,2,Occasional Buyers,-0.5525655000789831,-0.830377686152953
C1487,51,70602,77.27,9.3,7.7,Female,North,Grocery,3,Regular Customers,1.783483904029307,-0.41513117165302016
C1488,54,78801,75.62,6.0,6.8,Male,South,Home,3,Regular Customers,1.4913092408962427,-1.0013455118626533
C1489,57,93809,56.66,11.0,9.4,Female,North,Sports,0,Premium Loyalists,2.549082559458447,0.12622401044689682
C1490,28,44639,53.41,3.9,1.5,Female,North,Sports,2,Occasional Buyers,-1.5358007939388578,-0.4845345196928081
C1491,36,52523,50.29,9.9,2.3,Male,South,Electronics,2,Occasional Buyers,-0.3373353443650256,0.7912310333626564
C1492,35,55445,44.23,6.1,3.7,Male,South,Home,2,Occasional Buyers,-0.6348250044866686,-0.0729180325634498
C1493,26,20646,16.26,1.4,1.7,Male,North,Home,1,Budget Shoppers,-2.9361765371926043,-0.28882987191270576
C1494,64,99224,110.64,15.8,6.3,Male,East,Fashion,0,Premium Loyalists,3.8677304381458737,0.48603521687469353
C1495,43,79296,70.83,5.2,7.6,Female,West,Fashion,3,Regular Customers,1.062785397392606,-1.2175072734765322
C1496,30,33163,17.43,2.0,0.3,Female,North,Fashion,1,Budget Shoppers,-2.695501157391408,-0.043110457725476344
C1497,22,41353,36.61,3.1,0.1,Female,South,Grocery,1,Budget Shoppers,-2.4104158149329526,-0.20327726685898878
C1498,49,75961,62.38,7.6,4.4,Female,South,Fashion,3,Regular Customers,0.837336467967709,-0.16059124411865652
C1499,26,21106,15.01,3.3,0.8,Male,East,Home,1,Budget Shoppers,-2.8737223617303367,0.23941731834738766
